30,489,145,27,64,0.6562
30,450,183,18,28,0.22424
30,159,189,12,20,0.16649
30,277,179,0,27,0.16297
30,284,179,0,15,0.15541
30,285,181,0,26,0.15491
30,154,190,9,21,0.15334
30,277,178,1,20,0.15254
30,172,187,9,20,0.15151
30,180,184,12,21,0.15127
30,155,186,2,26,0.1504
30,25,182,6,33,0.14898
30,404,111,18,84,0.148
30,192,186,7,17,0.14654
30,267,178,0,27,0.14539
30,276,177,0,16,0.14492
30,148,187,1,29,0.14481
30,157,188,9,19,0.14316
30,147,189,0,30,0.14217
30,270,176,0,18,0.14183
30,31,134,1,49,0.14168
30,28,183,10,31,0.14091
30,211,182,12,22,0.14078
30,101,178,0,40,0.14019
30,91,182,0,39,0.14015
30,280,176,0,18,0.14001
30,231,173,9,28,0.13808
30,259,177,1,25,0.13678
30,146,189,0,22,0.13663
30,146,186,2,23,0.13658
30,148,188,2,21,0.13618
30,246,177,3,26,0.13573
30,268,179,1,20,0.13462
30,110,178,1,39,0.13448
30,158,190,4,26,0.13343
30,203,187,7,17,0.13149
30,138,187,0,33,0.13115
30,536,202,1,55,0.13114
30,35,175,4,32,0.13079
30,248,177,2,32,0.13078
30,260,176,1,32,0.13068
30,269,177,1,25,0.13058
30,236,179,1,33,0.13051
30,139,187,0,26,0.13032
30,182,182,8,16,0.13015
30,29,174,2,31,0.12987
30,219,181,11,24,0.12971
30,281,175,0,35,0.12888
30,261,175,1,36,0.12888
30,150,184,0,34,0.12882
30,151,185,3,22,0.12874
30,178,185,8,16,0.1281
30,48,183,13,30,0.128
30,108,179,0,33,0.12784
30,196,183,10,17,0.1278
30,100,178,1,37,0.12777
30,140,182,1,32,0.12773
30,57,165,1,39,0.12765
30,545,205,1,52,0.12748
30,56,178,1,34,0.12746
30,100,178,1,30,0.12698
30,250,181,1,28,0.12688
30,185,184,9,17,0.12637
30,120,178,1,35,0.12633
30,83,187,1,28,0.1263
30,29,135,1,61,0.12629
30,236,178,3,32,0.12627
30,119,178,1,29,0.12618
30,270,177,1,37,0.12614
30,427,172,15,38,0.12613
30,164,186,8,15,0.1261
30,106,180,1,49,0.12599
30,192,185,11,24,0.12588
30,142,184,6,18,0.12568
30,238,177,4,24,0.12566
30,250,178,1,24,0.12531
30,28,174,1,35,0.12516
30,259,175,1,20,0.12479
30,81,181,1,39,0.12476
30,447,143,19,54,0.12436
30,258,181,1,32,0.12374
30,6,107,2,72,0.12369
30,117,180,0,32,0.12363
30,436,179,16,33,0.12308
30,457,147,11,38,0.12301
30,90,180,1,36,0.12274
30,205,185,10,23,0.12273
30,83,189,1,32,0.12267
30,232,178,5,32,0.12247
30,78,179,2,37,0.12236
30,139,183,2,24,0.12233
30,278,181,1,31,0.12213
30,26,188,17,33,0.12205
30,526,200,1,58,0.12198
30,81,183,1,37,0.12197
30,280,178,1,36,0.12185
30,195,174,1,15,0.12175
30,285,180,1,31,0.12153
30,97,179,1,49,0.12103
30,29,130,1,58,0.1208
30,116,181,1,48,0.12063
30,194,188,4,25,0.12061
30,36,133,1,64,0.12024
30,174,184,12,27,0.12018
30,269,178,1,30,0.1201
30,156,191,1,22,0.12008
30,379,156,13,49,0.12005
30,4,124,3,67,0.1198
30,89,179,1,30,0.11934
30,46,176,3,30,0.11933
30,271,177,1,24,0.11922
30,107,181,1,40,0.11922
30,143,183,1,24,0.11893
30,97,181,1,39,0.11892
30,98,178,1,26,0.11858
30,1,114,11,56,0.11847
30,36,157,1,44,0.11833
30,130,181,1,33,0.11826
30,45,183,6,30,0.11825
30,47,131,0,45,0.11803
30,89,187,1,35,0.11797
30,147,185,5,17,0.11773
30,190,182,8,15,0.11743
30,98,184,1,31,0.11741
30,58,188,14,32,0.11737
30,126,184,1,44,0.11713
30,388,161,13,45,0.11712
30,596,168,17,26,0.11706
30,250,177,0,38,0.11654
30,180,173,7,15,0.11649
30,273,176,1,17,0.11633
30,421,166,13,39,0.11614
30,87,182,1,45,0.11607
30,292,174,4,16,0.11579
30,196,192,4,11,0.11567
30,615,166,4,47,0.11542
30,399,163,13,47,0.11521
30,49,134,2,43,0.1151
30,117,182,1,38,0.11509
30,437,119,14,33,0.11482
30,63,189,6,28,0.11465
30,212,186,6,23,0.11449
30,75,176,4,33,0.11448
30,30,129,1,48,0.11439
30,108,175,1,29,0.11424
30,4,171,3,33,0.1136
30,215,165,3,23,0.11356
30,109,173,1,25,0.1135
30,246,180,1,28,0.11342
30,42,189,16,30,0.11331
30,246,181,1,32,0.11298
30,258,177,1,21,0.11294
30,145,185,1,27,0.11256
30,385,113,2,78,0.11251
30,242,171,7,23,0.11235
30,268,174,0,18,0.11234
30,28,158,1,45,0.11193
30,45,176,1,33,0.11189
30,129,181,1,26,0.11178
30,76,183,1,35,0.11177
30,135,182,5,19,0.11166
30,544,169,4,62,0.11142
30,137,185,1,42,0.1112
30,226,182,7,31,0.11097
30,286,177,2,18,0.11087
30,155,185,7,18,0.11086
30,68,191,3,30,0.11048
30,138,181,1,25,0.11045
30,463,179,5,49,0.11033
30,454,173,17,49,0.11029
30,236,180,1,36,0.11025
30,537,211,1,56,0.11012
30,545,190,1,56,0.10971
30,166,180,2,17,0.10955
30,291,178,5,21,0.1094
30,96,146,1,38,0.1094
30,450,164,14,43,0.10885
30,267,178,1,43,0.10878
30,184,192,6,13,0.10874
30,34,174,1,35,0.10872
30,257,178,1,42,0.10862
30,276,172,2,17,0.10862
30,104,184,1,31,0.10859
30,45,161,1,40,0.10851
30,263,176,1,17,0.1085
30,127,186,1,35,0.10823
30,10,120,11,59,0.10817
30,206,225,1,70,0.10816
30,207,193,3,12,0.1081
30,117,175,1,23,0.10808
30,302,171,7,18,0.10804
30,36,161,3,38,0.10789
30,164,200,8,15,0.10786
30,21,188,12,30,0.10769
30,279,178,1,38,0.10744
30,171,189,6,19,0.10731
30,138,179,4,21,0.10711
30,46,130,1,62,0.10704
30,406,121,18,30,0.10682
30,118,176,1,29,0.10673
60,515,190,18,39,0.20679
60,188,185,14,25,0.19244
60,278,184,1,22,0.16139
60,195,183,12,25,0.159
60,257,184,1,28,0.15854
60,260,183,1,28,0.15646
60,262,183,0,18,0.15645
60,252,182,1,19,0.15637
60,259,183,1,21,0.15447
60,248,184,2,27,0.15428
60,262,184,0,24,0.15168
60,156,183,18,25,0.15153
60,285,183,1,19,0.15048
60,27,187,2,34,0.14908
60,227,181,3,23,0.1483
60,152,190,9,25,0.14771
60,286,185,1,24,0.14726
60,6,192,11,29,0.14641
60,267,184,0,29,0.14602
60,89,187,1,30,0.14558
60,261,181,0,35,0.14415
60,270,182,1,28,0.14398
60,26,190,5,32,0.14344
60,270,180,1,35,0.1434
60,261,182,0,37,0.14293
60,269,182,1,21,0.14289
60,147,185,1,29,0.14193
60,277,181,1,19,0.14161
60,517,178,3,42,0.1416
60,277,185,0,29,0.14094
60,219,179,1,25,0.14038
60,100,190,1,31,0.13887
60,184,184,11,24,0.13819
60,258,185,1,34,0.1377
60,271,184,0,25,0.1375
60,233,183,8,21,0.13743
60,246,185,1,27,0.13728
60,111,184,0,41,0.13707
60,636,334,1,77,0.13663
60,186,162,1,27,0.13628
60,99,185,1,31,0.13533
60,65,185,4,31,0.13425
60,37,187,2,37,0.13387
60,34,177,6,37,0.13358
60,224,182,1,19,0.13337
60,237,182,5,20,0.13334
60,280,180,0,21,0.13325
60,293,178,2,21,0.1328
60,205,181,5,22,0.13278
60,108,190,1,32,0.13269
60,252,184,1,23,0.13241
60,280,179,1,36,0.13212
60,272,182,0,19,0.13184
60,267,185,1,35,0.13138
60,173,175,7,28,0.13131
60,110,183,1,39,0.13093
60,148,187,1,29,0.13022
60,249,183,1,33,0.12967
60,120,183,1,38,0.12917
60,92,191,1,29,0.12892
60,171,186,13,26,0.12887
60,616,337,1,67,0.12841
60,129,183,1,31,0.12836
60,101,185,0,40,0.12765
60,78,188,2,29,0.12758
60,280,183,0,26,0.12733
60,266,179,1,19,0.1273
60,218,182,2,25,0.12686
60,202,178,6,26,0.12652
60,137,186,1,28,0.12627
60,225,180,1,25,0.12525
60,635,329,1,75,0.12492
60,88,184,2,25,0.12482
60,292,182,1,25,0.12477
60,145,183,3,24,0.12414
60,15,132,1,60,0.12408
60,286,184,1,30,0.1239
60,16,143,1,58,0.12379
60,50,187,9,38,0.12345
60,119,179,1,29,0.12333
60,247,185,1,30,0.12326
60,637,339,2,80,0.1228
60,96,182,3,26,0.12273
60,80,193,1,29,0.12223
60,109,183,1,33,0.12218
60,62,191,5,32,0.1218
60,55,182,6,34,0.12162
60,10,187,11,34,0.12129
60,28,193,5,34,0.12109
60,168,182,11,24,0.12093
60,139,184,1,31,0.12041
60,427,169,17,55,0.12033
60,45,149,1,38,0.1201
60,155,183,1,29,0.11978
60,423,128,23,86,0.11926
60,496,191,15,47,0.11922
60,265,183,1,25,0.11914
60,156,190,11,22,0.11902
60,64,182,4,26,0.11866
60,216,182,1,26,0.11862
60,128,180,1,26,0.11856
60,88,190,1,29,0.11855
60,9,155,34,42,0.11853
60,39,142,1,35,0.11851
60,19,173,12,41,0.11843
60,130,183,1,36,0.11832
60,56,180,1,24,0.11826
60,82,191,1,24,0.11822
60,91,186,1,35,0.11804
60,228,182,5,19,0.11791
60,280,183,1,32,0.11746
60,512,191,13,38,0.11735
60,117,187,1,40,0.11729
60,217,180,1,23,0.11727
60,56,177,2,30,0.11686
60,227,193,5,16,0.1166
60,126,189,1,38,0.11636
60,76,184,2,25,0.1163
60,282,181,1,20,0.11597
60,486,195,15,27,0.11595
60,55,168,1,27,0.11585
60,1,116,11,47,0.11582
60,117,187,1,34,0.11572
60,373,160,19,48,0.11562
60,274,183,1,25,0.11521
60,156,191,1,28,0.1151
60,233,186,2,26,0.11503
60,91,208,8,34,0.11494
60,224,188,9,19,0.11493
60,46,158,1,38,0.11484
60,48,178,3,37,0.11479
60,58,197,11,27,0.11467
60,15,166,23,40,0.11414
60,347,166,15,43,0.11384
60,161,191,11,23,0.11376
60,290,178,1,36,0.1137
60,116,185,1,49,0.1135
60,398,169,14,47,0.11344
60,185,194,8,16,0.11315
60,277,171,1,20,0.11306
60,107,180,2,28,0.11305
60,252,188,1,31,0.11295
60,194,166,4,23,0.11286
60,628,341,1,60,0.11285
60,127,185,1,29,0.11274
60,370,167,12,46,0.1125
60,137,190,1,30,0.11238
60,48,169,1,33,0.11221
60,491,195,15,34,0.11218
60,102,210,9,32,0.112
60,174,196,7,16,0.11197
60,66,183,1,23,0.11158
60,288,180,1,30,0.11108
60,126,187,1,47,0.11065
60,245,186,3,26,0.11058
60,198,188,15,28,0.11048
60,150,188,1,33,0.11047
60,137,182,1,25,0.11042
60,437,170,16,53,0.11041
60,408,131,1,74,0.11018
60,258,183,0,43,0.11016
60,107,189,1,33,0.11009
60,286,181,2,21,0.10991
60,96,189,1,33,0.10962
60,629,182,3,74,0.10957
60,6,157,1,56,0.10939
60,607,326,1,71,0.10914
60,136,189,1,37,0.10909
60,38,153,1,44,0.10888
60,104,188,1,27,0.1088
60,147,191,1,34,0.1086
60,76,188,1,25,0.1085
60,216,190,4,19,0.10794
60,23,178,5,41,0.10781
60,105,191,1,30,0.10769
60,267,183,0,44,0.10756
60,129,188,1,27,0.10735
60,65,186,2,28,0.10712
60,492,188,5,38,0.10709
60,140,185,1,36,0.10705
60,192,192,9,16,0.10697
60,355,156,6,32,0.10684
60,420,170,14,54,0.10678
60,106,184,1,51,0.10673
60,295,179,3,36,0.10671
60,185,169,5,23,0.10661
60,235,187,1,29,0.10652
60,637,161,1,86,0.10624
60,119,187,1,28,0.10622
60,109,193,1,30,0.10561
60,87,188,1,26,0.10558
60,41,146,11,31,0.1053
60,284,183,1,26,0.10505
60,46,189,4,34,0.10502
60,214,189,8,18,0.10495
60,215,186,4,31,0.1049
60,15,161,1,50,0.10489
60,136,137,2,56,0.1048
60,495,205,1,51,0.10472
60,282,180,1,21,0.10464
90,88,190,11,29,0.19175
90,62,197,15,30,0.1809
90,9,199,19,31,0.16887
90,11,193,10,33,0.1679
90,167,190,1,31,0.16705
90,33,194,6,30,0.16555
90,129,192,0,30,0.16338
90,286,186,1,20,0.16273
90,36,185,2,35,0.16083
90,166,187,1,26,0.15272
90,176,194,0,26,0.15131
90,268,187,3,24,0.14952
90,128,195,0,33,0.14922
90,280,187,1,34,0.14844
90,150,184,1,31,0.14789
90,83,195,11,24,0.14767
90,208,188,11,23,0.14734
90,287,187,0,25,0.14722
90,157,186,1,28,0.14657
90,225,177,3,25,0.14625
90,182,191,11,20,0.14609
90,296,187,1,19,0.1459
90,160,184,0,31,0.14523
90,169,186,1,29,0.14498
90,87,187,22,28,0.14412
90,121,197,1,31,0.14387
90,285,180,1,18,0.14371
